Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,84.029999,85.029999,84.000000,84.610001,81.922531,10726800
2021-06-09,84.599998,84.830002,84.029999,84.519997,81.835396,9720300
2021-06-10,84.160004,84.459999,81.709999,82.300003,79.685913,16680800
2021-06-11,81.980003,83.239998,81.839996,82.900002,80.266853,11066500
2021-06-14,83.000000,83.099998,82.129997,82.620003,79.995743,10173200
2021-06-15,82.000000,82.510002,81.349998,81.639999,79.046867,17298000
2021-06-16,77.989998,78.550003,75.900002,77.080002,74.631729,36560600
2021-06-17,76.989998,77.739998,76.559998,77.559998,75.096466,14836100
2021-06-18,76.900002,76.910004,75.970001,76.230003,73.808716,22521200
2021-06-21,76.610001,78.099998,76.550003,77.989998,75.512817,8924300
2021-06-22,78.059998,79.190002,77.660004,78.680000,76.180885,9845800
2021-06-23,78.760002,78.870003,78.059998,78.099998,75.619308,7295900
2021-06-24,78.650002,78.959999,77.610001,77.739998,75.270752,9624000
2021-06-25,78.029999,78.610001,77.559998,78.459999,75.967873,12845000
2021-06-28,78.489998,78.970001,78.330002,78.500000,76.006615,5605400
2021-06-29,78.540001,78.589996,77.820000,78.099998,75.619308,5392900
2021-06-30,77.589996,78.209999,77.580002,77.839996,75.367577,7899800
2021-07-01,77.980003,79.620003,77.910004,79.540001,77.013580,13108000
2021-07-02,79.449997,82.260002,79.349998,81.820000,79.221146,15258100
2021-07-06,81.599998,83.629997,81.360001,83.080002,80.441139,14200400
2021-07-07,83.169998,87.169998,82.959999,86.089996,83.355522,20976600
2021-07-08,85.019997,86.889999,84.660004,85.589996,82.871414,16383300
2021-07-09,85.879997,88.400002,85.779999,87.760002,84.972488,15685300
2021-07-12,87.529999,88.849998,86.970001,87.080002,84.314087,16076800
2021-07-13,86.699997,87.930000,86.529999,87.070000,84.304398,12789300
2021-07-14,87.080002,88.669998,86.660004,88.279999,85.791275,13330500
2021-07-15,88.099998,88.769997,85.510002,86.239998,83.808769,18306300
2021-07-16,86.750000,88.480003,86.519997,87.489998,85.023537,14617500
2021-07-19,86.910004,87.870003,86.190002,86.980003,84.527924,15619900
2021-07-20,87.099998,89.050003,87.019997,88.660004,86.160561,12813900
2021-07-21,88.889999,90.250000,88.459999,89.690002,87.161522,13108100
2021-07-22,90.000000,91.139999,89.680000,90.690002,88.133339,13638900
2021-07-23,90.989998,91.199997,87.120003,87.690002,85.217903,12680900
2021-07-26,87.440002,88.099998,86.669998,87.860001,85.383110,10454100
2021-07-27,87.760002,88.599998,87.120003,87.800003,85.324799,8465200
2021-07-28,87.900002,87.949997,87.120003,87.180000,84.722282,6396800
2021-07-29,87.680000,88.260002,87.330002,87.629997,85.159592,6201400
2021-07-30,87.410004,88.150002,86.870003,87.139999,84.683403,7962800
2021-08-02,87.730003,87.930000,87.089996,87.599998,85.130440,5579100
2021-08-03,87.879997,90.169998,87.809998,89.739998,87.210106,9889800
2021-08-04,89.790001,90.089996,89.279999,90.050003,87.511375,7509900
2021-08-05,90.180000,90.519997,88.760002,89.430000,86.908852,8231300
2021-08-06,89.239998,89.879997,88.820000,89.519997,86.996323,6513900
2021-08-09,89.459999,90.470001,89.099998,89.900002,87.365601,5798700
2021-08-10,89.099998,90.120003,88.930000,89.639999,87.112930,5473300
2021-08-11,89.900002,90.419998,89.510002,89.629997,87.103203,8009800
2021-08-12,89.110001,89.980003,88.669998,89.809998,87.278130,5687200
2021-08-13,90.620003,91.339996,89.949997,90.379997,87.832062,6640400
2021-08-16,89.860001,90.839996,89.540001,90.820000,88.259666,7122800
2021-08-17,90.989998,91.779999,90.370003,90.949997,88.386002,6738500
2021-08-18,90.489998,91.050003,88.860001,88.940002,86.432671,7666300
2021-08-19,88.290001,89.389999,88.230003,88.709999,86.209145,8099400
2021-08-20,88.800003,89.400002,88.300003,88.940002,86.432671,8716400
2021-08-23,89.489998,89.570000,88.709999,89.120003,86.607597,7147300
2021-08-24,89.209999,89.650002,88.470001,88.550003,86.053665,6320100
2021-08-25,88.550003,88.900002,88.050003,88.620003,86.121689,5748500
2021-08-26,88.809998,89.180000,88.459999,88.720001,86.218872,9093200
2021-08-27,88.790001,89.519997,88.610001,89.349998,86.831108,5426800
2021-08-30,89.459999,89.980003,89.300003,89.449997,86.928284,5357000
2021-08-31,89.449997,89.500000,88.489998,89.129997,86.617302,8113300
2021-09-01,89.260002,90.169998,88.870003,89.949997,87.414192,8208000
2021-09-02,90.169998,90.500000,89.410004,89.800003,87.268425,7717400
2021-09-03,89.339996,90.480003,89.300003,90.000000,87.462791,8456900
2021-09-07,90.040001,90.669998,88.540001,88.720001,86.218872,11046000
2021-09-08,88.139999,89.599998,87.970001,89.470001,86.947731,8851200
2021-09-09,89.599998,90.830002,89.410004,89.540001,87.015755,11034700
2021-09-10,89.650002,90.550003,89.510002,89.680000,87.151802,10547400
2021-09-13,90.120003,90.510002,88.230003,88.889999,86.384079,18883400
2021-09-14,86.190002,86.949997,84.730003,86.389999,83.954544,22714200
2021-09-15,86.550003,88.360001,86.169998,87.730003,85.256783,14951100
2021-09-16,87.669998,87.970001,86.190002,87.250000,84.790314,12410500
2021-09-17,86.209999,87.570000,85.949997,86.389999,83.954544,58069000
2021-09-20,85.029999,87.410004,84.930000,86.169998,83.740761,13897700
2021-09-21,86.739998,87.660004,86.120003,86.919998,84.469604,11124400
2021-09-22,87.620003,89.000000,87.239998,88.440002,85.946762,9908000
2021-09-23,88.940002,90.059998,88.660004,89.419998,86.899124,9720200
2021-09-24,89.269997,90.059998,88.940002,89.940002,87.404480,7617800
2021-09-27,89.779999,91.309998,89.150002,91.040001,88.473480,11533000
2021-09-28,90.639999,92.269997,90.050003,90.489998,87.938957,15041800
2021-09-29,91.150002,92.080002,91.000000,91.250000,88.677544,12007300
2021-09-30,91.250000,91.580002,87.120003,87.129997,84.673683,15649900
2021-10-01,87.760002,90.269997,87.599998,89.739998,87.210106,13320900
2021-10-04,89.480003,90.430000,88.959999,89.260002,86.743637,10853900
2021-10-05,89.349998,91.970001,89.169998,91.489998,88.910774,9788600
2021-10-06,90.419998,91.500000,89.650002,91.339996,88.764999,10268300
2021-10-07,91.709999,92.879997,91.650002,92.309998,89.707649,9124400
2021-10-08,92.379997,95.019997,92.110001,94.389999,92.048126,13202300
2021-10-11,94.290001,96.800003,94.199997,95.290001,92.925789,12959300
2021-10-12,95.830002,96.519997,95.260002,95.570000,93.198845,9964100
2021-10-13,96.099998,96.989998,95.949997,96.400002,94.008247,9453900
2021-10-14,96.800003,97.349998,94.370003,95.279999,92.916031,7911200
2021-10-15,95.089996,96.040001,94.730003,95.330002,92.964790,7422800
2021-10-18,95.500000,96.650002,95.099998,96.510002,94.115524,7344100
2021-10-19,97.000000,97.279999,96.320000,97.059998,94.651863,5616500
2021-10-20,97.269997,97.970001,96.250000,96.639999,94.242294,6574100
2021-10-21,96.570000,96.830002,95.709999,96.300003,93.910728,6224400
2021-10-22,96.290001,98.269997,96.220001,98.250000,95.812340,6819600
2021-10-25,98.440002,98.949997,97.550003,97.889999,95.461281,5083100
2021-10-26,98.300003,98.559998,96.940002,96.980003,94.573860,7089700
2021-10-27,96.809998,97.300003,96.000000,96.029999,93.647423,5941200
2021-10-28,96.650002,97.699997,95.930000,96.230003,93.842468,5177200
2021-10-29,95.790001,96.970001,95.459999,95.940002,93.559662,7578600
2021-11-01,96.000000,96.029999,93.910004,94.379997,92.038368,7327600
2021-11-02,93.730003,95.919998,93.500000,95.870003,93.491402,6229600
2021-11-03,96.500000,96.870003,94.750000,96.150002,93.764450,5746400
2021-11-04,96.230003,96.610001,95.320000,95.629997,93.257339,5857500
2021-11-05,96.199997,96.550003,94.099998,94.949997,92.594223,6160200
2021-11-08,95.250000,95.250000,94.309998,95.139999,92.779503,5056400
2021-11-09,95.110001,95.610001,94.059998,94.589996,92.243149,6102600
2021-11-10,94.099998,94.849998,93.360001,93.830002,91.501999,5828800
2021-11-11,94.110001,94.760002,93.800003,94.040001,91.706810,3620600
