Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,141.606125,143.594650,141.606125,142.514343,129.099548,5313785
2021-06-09,142.476105,144.426392,142.275330,144.043976,130.485184,5547252
2021-06-10,144.808792,146.118546,143.173996,143.919693,130.372604,4977391
2021-06-11,143.814529,145.172089,143.757172,144.627151,131.013474,3596462
2021-06-14,144.082214,144.388138,142.122375,143.432129,129.930954,3498661
2021-06-15,143.260040,143.317398,142.065002,142.791580,129.350693,2628912
2021-06-16,143.173996,143.173996,140.745697,141.328873,128.025650,4057329
2021-06-17,141.061188,141.548752,138.891006,139.196945,126.094429,4568300
2021-06-18,138.126190,138.317398,136.749527,136.826004,123.946655,9577699
2021-06-21,137.772461,140.602295,137.724670,140.200760,127.003738,4482633
2021-06-22,140.076477,140.353729,138.957932,139.923523,126.752617,2549102
2021-06-23,139.990433,140.057358,138.212234,138.250473,125.237045,3349920
2021-06-24,139.388138,139.761002,138.326965,139.043976,125.955841,3775746
2021-06-25,138.986618,140.468445,138.575531,140.382416,127.168289,3759533
2021-06-28,140.544937,140.822174,138.537292,138.900574,125.825951,4067789
2021-06-29,138.871887,140.286804,138.718933,139.149139,126.051117,2540211
2021-06-30,138.747604,140.468445,138.346085,140.143402,126.951782,3394375
2021-07-01,140.497131,141.013382,140.124283,140.382416,127.168289,2809661
2021-07-02,140.449326,140.487579,133.326965,133.862335,121.261955,17584515
2021-07-06,133.833649,134.244736,131.070740,132.676865,120.188072,8466010
2021-07-07,132.657745,134.158707,132.657745,133.671127,121.088737,4246446
2021-07-08,131.720840,135.095596,131.606125,134.550674,121.885490,5739820
2021-07-09,135.229446,135.736145,134.646271,135.296371,122.560997,4083689
2021-07-12,135.210327,135.717010,133.957932,134.722748,122.041374,3496360
2021-07-13,134.722748,134.722748,133.489487,134.110901,121.487129,3309858
2021-07-14,134.531555,134.560226,132.820267,133.671127,121.088737,4606061
2021-07-15,133.193115,134.282990,132.695984,134.273422,121.634338,3807126
2021-07-16,134.799240,134.799240,132.495224,132.791580,120.291977,4298328
2021-07-19,130.449326,132.399612,130.219879,131.854691,119.443291,8977086
2021-07-20,136.711288,138.546844,132.600388,133.814529,121.218643,14237838
2021-07-21,133.814529,135.172089,133.508606,135.086044,122.370461,5024984
2021-07-22,135.430206,135.573608,134.235184,134.521988,121.859505,3466653
2021-07-23,134.761002,135.468445,134.158707,135.124283,122.405090,4680013
2021-07-26,135.172089,136.711288,134.923523,136.491394,123.643532,4441630
2021-07-27,136.261948,137.323135,135.372849,136.472275,123.626221,3281302
2021-07-28,136.720840,136.806885,135.411087,135.535370,122.777496,2660815
2021-07-29,136.070740,136.673035,135.372849,135.688339,122.916084,2793761
2021-07-30,135.296371,135.611862,134.598465,134.761002,122.076019,3698238
2021-08-02,135.229446,136.768646,134.827911,135.200760,122.474396,3064257
2021-08-03,135.659653,138.336517,135.420654,137.734222,124.769379,4272596
2021-08-04,137.476105,137.839386,136.204590,136.481842,123.634888,2960285
2021-08-05,136.739960,137.103256,135.965576,136.491394,123.643532,2884240
2021-08-06,136.711288,138.040146,136.606125,137.753342,124.786705,4002833
2021-08-09,135.946457,136.233276,134.770554,135.038239,123.735489,5129689
2021-08-10,135.000000,135.573608,134.168259,135.162521,123.849388,5543695
2021-08-11,135.544937,136.491394,135.277252,135.879547,124.506378,4455960
2021-08-12,136.003830,136.854691,135.831741,136.778198,125.329826,2184780
2021-08-13,136.367111,137.265778,136.175903,136.883362,125.426170,1997965
2021-08-16,136.931168,137.418732,135.975143,137.275330,125.785339,2913319
2021-08-17,136.711288,136.864243,134.885284,136.156784,124.760414,3215195
2021-08-18,135.439774,135.678772,133.260040,133.336517,122.176208,3672192
2021-08-19,132.590820,133.317398,131.175903,131.950287,120.906013,4351465
2021-08-20,131.682602,133.250473,131.233276,132.992355,121.860847,2780059
2021-08-23,133.479919,133.986618,132.695984,133.479919,122.307610,3179422
2021-08-24,133.632889,134.063095,133.193115,133.690247,122.500336,2474418
2021-08-25,133.766724,134.608032,133.326965,133.709366,122.517860,2105389
2021-08-26,133.814529,134.608032,132.609940,132.676865,121.571770,2613640
2021-08-27,132.609940,133.451248,132.313583,133.279160,122.123650,2572637
2021-08-30,133.365204,133.728485,132.715103,132.858505,121.738213,2087293
2021-08-31,133.403442,134.741867,132.839386,134.168259,122.938332,4429915
2021-09-01,133.824097,133.910141,133.068832,133.173996,122.027290,2588327
2021-09-02,133.575531,133.891006,132.915863,133.852768,122.649239,2840413
2021-09-03,133.537292,134.292542,133.173996,133.441681,122.272568,2009575
2021-09-07,133.508606,133.642441,131.701721,131.988525,120.941032,3436110
2021-09-08,132.065002,132.973236,131.548752,132.571701,121.475403,3122728
2021-09-09,131.787766,132.848953,131.510513,131.682602,120.660736,3669682
2021-09-10,132.715103,133.240921,130.975143,130.994263,120.029999,4157955
2021-09-13,132.313583,132.877625,131.462708,132.074570,121.019875,4334729
2021-09-14,132.313583,132.476105,129.388138,130.229446,119.329193,4659198
2021-09-15,130.229446,131.739960,129.703629,131.166351,120.187691,3403579
2021-09-16,131.242828,131.883362,129.741867,130.430206,119.513161,2765624
2021-09-17,129.780121,129.942642,129.110901,129.282990,118.461967,5890340
2021-09-20,128.011475,129.235184,126.940727,128.403442,117.656036,4990152
2021-09-21,129.168259,129.684509,127.093689,127.122368,116.482193,4261927
2021-09-22,127.839386,129.416824,127.600380,128.709366,117.936348,3767901
2021-09-23,129.302109,131.376678,129.091782,130.717010,119.775955,3151807
2021-09-24,131.003830,132.390060,130.736145,131.443588,120.441711,3100762
2021-09-27,131.892929,132.954117,131.434036,132.466537,121.379059,3459017
2021-09-28,133.049713,133.546844,131.175903,131.424469,120.424202,4513072
2021-09-29,131.673035,133.776291,130.439774,133.059280,121.922165,3947499
2021-09-30,133.843216,134.388138,132.409180,132.820267,121.703186,6090230
2021-10-01,134.799240,137.638626,134.196945,137.017212,125.548836,6907889
2021-10-04,136.462708,139.579346,136.089859,137.772461,126.240875,7689251
2021-10-05,138.384323,138.623322,136.367111,136.854691,125.399918,7297524
2021-10-06,136.214142,137.065002,134.694077,136.099426,124.707870,5573506
2021-10-07,136.453156,137.093689,135.305923,135.573608,124.226067,3999695
2021-10-08,135.573608,137.332703,134.847031,136.921600,125.461197,3902940
2021-10-11,137.189301,137.743790,136.137665,136.166351,124.769196,2921792
2021-10-12,135.956024,136.042068,134.130020,134.292542,123.052208,3293436
2021-10-13,134.340347,135.191208,133.518158,134.569794,123.306267,3013003
2021-10-14,134.837479,137.590820,134.808792,137.084137,125.610153,4410668
2021-10-15,137.084137,138.479919,136.510513,138.250473,126.678871,3371049
2021-10-18,137.667297,138.565964,135.525818,136.061188,124.672829,6437189
2021-10-19,134.875717,136.653915,134.340347,135.736145,124.375000,4539117
2021-10-20,135.449326,135.946457,134.512421,135.659653,124.304916,6474008
